iter	MultiClass
274	0.3365615487
275	0.335034633
276	0.3334876077
277	0.3320889951
278	0.3311719192
279	0.3298515171
280	0.328362054
281	0.3273621594
282	0.3255925313
283	0.3246334908
284	0.3232668266
285	0.3221046001
286	0.3207637321
287	0.3194399541
288	0.3188227893
289	0.317786846
290	0.3167992343
291	0.3156267478
292	0.314173623
293	0.3129187382
294	0.3117089343
295	0.3105292616
296	0.3096698921
297	0.3086722595
298	0.3074000776
299	0.3062660411
300	0.3048737065
301	0.3039726783
302	0.3030168156
303	0.302247385
304	0.3014869532
305	0.300263412
306	0.2994335909
307	0.2988349934
308	0.29796379
309	0.2973618102
310	0.296317148
311	0.2956526017
312	0.2945263027
313	0.293481928
314	0.2920411456
315	0.2910173056
316	0.2901587425
317	0.2896809177
318	0.2890427846
319	0.2877556471
320	0.2867775214
321	0.2851818781
322	0.2842962056
323	0.2837443112
324	0.2825097897
325	0.2816258594
326	0.2808228978
327	0.2801206894
328	0.2794098011
329	0.2784847743
330	0.2778237815
331	0.2766238215
332	0.275638799
333	0.2747050172
334	0.2734439605
335	0.2729572974
336	0.2720651109
337	0.2709286841
338	0.2698016691
339	0.2690852241
340	0.2682661192
341	0.2673645131
342	0.2665913738
343	0.2656962008
344	0.2650115796
345	0.2639387351
346	0.2631274766
347	0.2621483744
348	0.2614636295
349	0.2607802904
350	0.2595785086
351	0.2587379057
352	0.2578703749
353	0.2572377317
354	0.2562067115
355	0.2553946676
356	0.2543413985
357	0.2537505789
358	0.2528024855
359	0.2518732036
360	0.2510959831
361	0.2499861368
362	0.2492834994
363	0.2486906506
364	0.24818365
365	0.2472646449
366	0.24643364
367	0.2455218179
368	0.2450152554
369	0.2441124885
370	0.2432406779
371	0.2423650914
372	0.241422801
373	0.2406939989
374	0.2402093043
375	0.2395711443
376	0.2389140969
377	0.2382388632
378	0.2374031902
379	0.2366643763
380	0.2356570926
381	0.2349623415
382	0.2342576273
383	0.2331900933
384	0.2326438508
385	0.2319013426
386	0.2315854387
387	0.2305220578
388	0.2301494118
389	0.2293314331
390	0.2284723987
391	0.2276522225
392	0.2266410951
393	0.2253053882
394	0.2244485831
395	0.2238928699
396	0.2230727892
397	0.2225438102
398	0.2220712116
399	0.2213845462
400	0.2209084975
401	0.2202293497
402	0.219773129
403	0.2190165923
404	0.2186993198
405	0.2180968773
406	0.2175504357
407	0.2167791887
408	0.2159907415
409	0.2152079785
410	0.2145135177
411	0.2139901404
412	0.2133848996
413	0.2125732491
414	0.2118273009
415	0.2111776762
416	0.2105166577
417	0.2099000213
418	0.209523751
419	0.2088962301
420	0.2083001326
421	0.2073907931
422	0.2064455009
423	0.2060750905
424	0.2057215197
425	0.2052086967
426	0.2044699981
427	0.2038759143
428	0.2031767354
429	0.2028604331
430	0.2023785047
431	0.2019705926
432	0.2014206055
433	0.2007085402
434	0.2003367016
435	0.1997476779
436	0.1991638879
437	0.1986428009
438	0.1979725081
439	0.1974083468
440	0.1967949042
441	0.1961265953
442	0.1957505671
443	0.195299318
444	0.1949249358
445	0.1944953365
446	0.19409387
447	0.1935159378
448	0.1931539812
449	0.1925910937
450	0.1919479025
451	0.191573037
452	0.1911303301
453	0.1907052991
454	0.1902822256
455	0.1896881159
456	0.189434709
457	0.1888923729
458	0.1882701567
459	0.1879112739
460	0.1874964418
461	0.1869640721
462	0.1863480265
463	0.1858081882
464	0.1855592649
465	0.184927084
466	0.1843862006
467	0.1840993537
468	0.1839486471
469	0.1834289131
470	0.18279661
471	0.1823702858
472	0.1820152008
473	0.1816653373
474	0.1809464144
475	0.1806612037
476	0.1803671799
477	0.1795924194
478	0.1791989997
479	0.1786319042
480	0.1782495898
481	0.1777366752
482	0.1773941374
483	0.1770807453
484	0.1766673747
485	0.1764598417
486	0.1759042832
487	0.1754194863
488	0.1751093614
489	0.1743647295
490	0.1738147571
491	0.1733275923
492	0.1730217416
493	0.1725453404
494	0.1721222937
495	0.1718136354
496	0.1715032522
497	0.1709518686
498	0.1706643332
499	0.1703612257
500	0.1699507063
501	0.1694700443
502	0.1690617471
503	0.1687227087
504	0.1682920432
505	0.1676633333
506	0.1670812691
507	0.166464688
508	0.166017078
509	0.1654391507
510	0.1650977345
511	0.1646238263
512	0.1641153335
513	0.163761554
514	0.1634053987
515	0.1631778476
516	0.1629198869
517	0.1625956137
518	0.1620434282
519	0.1618468935
520	0.1616202685
521	0.1611125329
522	0.1606619036
523	0.1603252095
524	0.1599014001
525	0.1596500877
526	0.1592207439
527	0.1586548403
528	0.1580928844
529	0.1574405158
530	0.15704814
531	0.1566982967
532	0.1562383101
533	0.1558727378
534	0.1557725101
535	0.1552231786
536	0.1549630117
537	0.1545057075
538	0.1540961299
539	0.1535290979
540	0.1530820361
541	0.1529053389
542	0.1526607327
543	0.1525395539
544	0.1521147223
545	0.1516247293
546	0.1512963207
547	0.1511583398
548	0.1507127069
549	0.1503616022
550	0.1500201557
551	0.1496547296
552	0.1490354868
553	0.1485212333
554	0.1482341554
555	0.1479550022
556	0.1476002882
557	0.1472370503
558	0.146893926
559	0.1465912146
560	0.1462749376
561	0.1457380717
562	0.1453956554
563	0.1449235273
564	0.1445576954
565	0.1440872663
566	0.1437262339
567	0.1433069185
568	0.1428861027
569	0.1425871627
570	0.1422745867
571	0.1420198412
572	0.1414486024
573	0.1410149954
574	0.1406290582
575	0.140221542
576	0.1397766884
577	0.1393670564
578	0.1391401583
579	0.1389526207
580	0.1387101956
581	0.1385922472
582	0.1383107806
583	0.1380000299
584	0.1376372834
585	0.1374149297
586	0.1372093829
587	0.1370052396
588	0.1366129567
589	0.1362970013
590	0.1360595464
591	0.135731081
592	0.1355488514
593	0.1351463005
594	0.1348634982
595	0.1347208058
596	0.1342692088
597	0.1339876268
598	0.1337131764
599	0.1334640834
600	0.1332756194
601	0.1329837525
602	0.1326679949
603	0.1323903345
604	0.1321409875
605	0.1319437337
606	0.1316148205
607	0.1313135789
608	0.1310583654
609	0.1309683263
610	0.1306856239
611	0.1303768043
612	0.130124151
613	0.1297720763
614	0.1294168708
615	0.1290230307
616	0.1287227204
617	0.1285110922
618	0.128196026
619	0.1280430364
620	0.1277616367
621	0.1275298603
622	0.1271262515
623	0.126846515
624	0.1267382035
625	0.1264241226
626	0.1261580192
627	0.12588358
628	0.1256362741
629	0.1255409284
630	0.1253192849
631	0.125157695
632	0.1249403149
633	0.124695829
634	0.1245659433
635	0.1242679505
636	0.1239075107
637	0.1236921954
638	0.12334141
639	0.1230429404
640	0.1228626567
641	0.122541572
642	0.1221967273
643	0.1219399396
644	0.1217574574
645	0.1215431535
646	0.121370828
647	0.1211098525
648	0.1209236
649	0.1205148172
650	0.1203865741
651	0.1201594825
652	0.1199694899
653	0.1198172257
654	0.1196429439
655	0.1194371848
656	0.1191890206
657	0.1189784298
658	0.1187675905
659	0.1186391107
660	0.1185297515
661	0.1183166186
662	0.1180783206
663	0.1177855287
664	0.1175055943
665	0.1172160035
666	0.1169075064
667	0.116683929
668	0.116505176
669	0.116209286
670	0.1159081957
671	0.1157584125
672	0.1155554197
673	0.1153018127
674	0.1150083079
675	0.1147432205
676	0.1145296429
677	0.1143991519
678	0.1141796419
679	0.1140413295
680	0.1138880304
681	0.1137543288
682	0.1135393545
683	0.1132055276
684	0.1129961936
685	0.1128127431
686	0.112442044
687	0.1122373923
688	0.1120682899
689	0.1117844975
690	0.1115590942
691	0.1113674581
692	0.1112190453
693	0.1110725921
694	0.1108079032
695	0.1106625276
696	0.1103799357
697	0.1100660179
698	0.1098476848
699	0.1096167129
700	0.1094447555
701	0.1091676076
702	0.1089777614
703	0.1087138056
704	0.1084677429
705	0.1082850836
706	0.1081868891
707	0.1080543974
708	0.1077894083
709	0.1075620666
710	0.1073078593
711	0.107135965
712	0.1068466718
713	0.1066343807
714	0.1064712765
715	0.1063735492
716	0.1061573918
717	0.1060502289
718	0.1058541254
719	0.1056444314
720	0.105424647
721	0.1051653374
722	0.1050064666
723	0.104830208
724	0.104755354
725	0.1045702094
726	0.1043757507
727	0.1041875406
728	0.1038996797
729	0.1036714592
730	0.1034277797
731	0.1032342709
732	0.1030504502
733	0.1028352207
734	0.1026432655
735	0.1024927423
736	0.1023028007
737	0.1020801874
738	0.1018279755
739	0.1016246741
740	0.1013541134
741	0.1012324536
742	0.1009628719
743	0.100759528
744	0.1005796741
745	0.1003942854
746	0.1001697677
747	0.09997056879
748	0.09983540169
749	0.09969736613
750	0.09953630159
751	0.09937442014
752	0.09927954595
753	0.09910900936
754	0.09900099193
755	0.09875534188
756	0.09860974661
757	0.09851398367
758	0.09828686782
759	0.0981543223
760	0.09786938494
761	0.09771703609
762	0.09753764547
763	0.09742098413
764	0.09725286908
765	0.09711537339
766	0.09699661809
767	0.09688588452
768	0.0966880842
769	0.09646125721
770	0.09634097545
771	0.09610967774
772	0.09594604008
773	0.09580413543
774	0.09566917355
775	0.09553303508
776	0.09535559281
777	0.0952672452
778	0.09518307436
779	0.09498315911
780	0.09477052998
781	0.09460462164
782	0.09436020774
783	0.09418364134
784	0.09405865572
785	0.09396402909
786	0.09380841271
787	0.09359328256
788	0.09345923764
789	0.09321035512
790	0.09309682381
791	0.09300674386
792	0.09293654119
793	0.09276309507
794	0.09258516325
795	0.09251392893
796	0.09238544462
797	0.09224858796
798	0.09209103234
799	0.09191053535
800	0.09184266101
801	0.09170340355
802	0.09164288137
803	0.09156074651
804	0.09138294825
805	0.09117697684
806	0.09103701798
807	0.09089578414
808	0.09073655073
809	0.09060515332
810	0.09046615767
811	0.09033211175
812	0.09017707176
813	0.09007091162
814	0.08998282809
815	0.08981869264
816	0.08973695115
817	0.08968628866
818	0.08958549176
819	0.08942268372
820	0.08933209109
821	0.08919928241
822	0.08899011189
823	0.08886642341
824	0.08876835993
825	0.08859022577
826	0.08853635332
827	0.08844119448
828	0.08836651117
829	0.0882362236
830	0.08804947112
831	0.08792636407
832	0.08777008713
833	0.08767021621
834	0.08753346529
835	0.08745569144
836	0.087234484
837	0.08704826408
838	0.08691174805
839	0.08674830311
840	0.08663877505
841	0.08655371879
842	0.08652538193
843	0.08641455305
844	0.08617680264
845	0.08605147647
846	0.08590145082
847	0.08586400853
848	0.08562609297
849	0.08552293919
850	0.0853660851
851	0.08521834072
852	0.08507175505
853	0.08493816383
854	0.08486788455
855	0.08473194164
856	0.08451815053
857	0.08443412628
858	0.08435589653
859	0.0842526183
860	0.08411679032
861	0.08389033221
862	0.08373682897
863	0.08359529709
864	0.08343610535
865	0.08336562198
866	0.08323051
867	0.08304457024
868	0.08290130891
869	0.0827954397
870	0.08268165262
871	0.08253687088
872	0.08242351666
873	0.082315109
874	0.08217784744
875	0.08209819164
876	0.0820251938
877	0.08198365617
878	0.08184249449
879	0.08169421817
880	0.0815912337
881	0.08141605901
882	0.08128860147
883	0.08114779403
884	0.08095330062
885	0.08080617326
886	0.08066245302
887	0.08053200049
888	0.08047478948
889	0.08040272494
890	0.08024983202
891	0.08011563939
892	0.08005109753
893	0.07994791851
894	0.07986335738
895	0.07975464641
896	0.07962830727
897	0.07948041456
898	0.0794443357
899	0.07930272119
900	0.07918909215
901	0.0790966612
902	0.07901705372
903	0.07890835596
904	0.0787960785
905	0.07865545952
906	0.07857600256
907	0.07844509219
908	0.07835083749
909	0.0782612766
910	0.07818968774
911	0.07809220391
912	0.07798272365
913	0.07788803788
914	0.07773668682
915	0.07757138452
916	0.07747899699
917	0.07729193688
918	0.07719004834
919	0.07705405882
920	0.07686918877
921	0.07676922304
922	0.07670280526
923	0.07656616229
924	0.0765203443
925	0.07634612684
926	0.07621890318
927	0.07612567314
928	0.07599348928
929	0.07586498591
930	0.07573444567
931	0.07554860788
932	0.075428028
933	0.07530724685
934	0.07520380165
935	0.07515180987
936	0.07508016267
937	0.07493648709
938	0.07480966978
939	0.07473877356
940	0.07460584976
941	0.07449461513
942	0.07441573781
943	0.07434969725
944	0.07421598018
945	0.07409593366
946	0.07397982156
947	0.07388926357
948	0.07373642307
949	0.07369057505
950	0.07357503861
951	0.07350634209
952	0.07337980298
953	0.07325674523
954	0.07306719749
955	0.07290686757
956	0.07281199819
957	0.07277675482
958	0.07270473899
959	0.07259047347
960	0.07243105033
961	0.07236047972
962	0.07223474161
963	0.07214959607
964	0.07203448347
965	0.07187399974
966	0.0717531728
967	0.07166636039
968	0.07159076833
969	0.07149369519
970	0.0713783854
971	0.07134997764
972	0.07122565389
973	0.07114459459
974	0.07102642827
975	0.07097342714
976	0.07085252829
977	0.0707855802
978	0.07066612221
979	0.07057121409
980	0.0704977459
981	0.07044707743
982	0.0703775793
983	0.0702941282
984	0.07012299643
985	0.07007721268
986	0.0700051453
987	0.06993221327
988	0.06984902508
989	0.06972559214
990	0.06964462069
991	0.06955786863
992	0.0694402199
993	0.06931694207
994	0.06916008563
995	0.06910323581
996	0.06905297691
997	0.06894485338
998	0.06883503055
999	0.06878419286
